ID; name; description; talk; password; key0; key1; key2; fd; level; type; class; race; numwander; alignment; strength; dexterity; constitution; intelligence; piety; hpmax; hpcur; mpmax; mpcur; armor; thaco; experience; gold; ndice; sdice; pdice; special; proficiency0; proficiency1; proficiency2; proficiency3; proficiency4; proficiency5; realm0; realm1; realm2; realm3; realm4; realm5; realm6; realm7; spells0; spells1; spells2; spells3; spells4; spells5; spells6; spells7; spells8; spells9; spells10; spells11; spells12; spells13; spells14; spells15; flags0; flags1; flags2; flags3; flags4; flags5; flags6; flags7; flags8; flags9; flags10; flags11; flags12; flags13; flags14; flags15; quests0; quests1; quests2; quests3; quests4; quests5; quests6; quests7; quests8; quests9; quests10; quests11; quests12; quests13; quests14; quests15; questnum; carry0; carry1; carry2; carry3; carry4; carry5; carry6; carry7; carry8; carry9; rom_num; bank_balance; title; misc_stats0; misc_stats1; misc_stats2; misc_stats3; misc_stats4; clanindex; clanexp; guildtype; guildexp; special1; special2
163;restless mage ghost;You see a troubled ghost who cannot rest.;I shall not rest until Keslar is freed from the evil which holds it.;163;mage;ghost;;-1;12;1;5;0;0;100;16;16;16;20;15;160;160;100;100;0;8;550;0;5;4;4;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;10;13;15;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;195;194;195;194;195;194;195;195;195;194;0;194;9104592;(null);0;0;0;0;0;0;0;0;0;0
164;crypt rat;You see a medium sized crypt rat eating at some old bones.;Sqeeeeek.;164;rat;;;-1;2;1;0;0;0;-10;13;18;12;8;12;20;20;0;0;90;18;15;0;1;6;0;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;8;9;13;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;129;129;96;96;51;51;46;46;129;0;129;9107808;(null);0;0;0;0;0;0;0;0;0;0
165;librarian;You see an old librarian dusting off some of the books.;Shhhh....this is a library.;165;;;;-1;10;1;5;0;0;100;15;15;15;25;12;125;125;100;100;50;10;350;0;3;4;5;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;9;15;16;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;207;207;207;207;207;207;207;207;207;207;0;207;9111024;(null);0;0;0;0;0;0;0;0;0;0
166;visiting dignitary;You see a wise and powerful dignitary conversing with the mages.;Go away you petty excuse for a warrior.;166;dignitary;;;-1;7;1;0;0;0;50;15;15;13;13;15;80;80;0;0;40;13;160;10;3;4;2;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;10;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;191;192;203;203;191;192;193;203;191;192;0;192;9114240;(null);0;0;0;0;0;0;0;0;0;0
167;prestidigitator;You see a powerful prestidigitator showing off his magical talents.;Come here, my friend, and I'll make you disappear.;167;;;;-1;6;1;5;0;0;45;13;15;15;20;10;51;51;40;40;55;13;110;0;2;4;2;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;10;13;18;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;369;190;195;191;191;190;195;195;150;369;0;190;9117456;(null);0;0;0;0;0;0;0;0;0;0
168;necromancer;You see a powerful wizard testing out his powerful new spells.;Come to the Arena.  We're testing some new spells on the prisoners.;168;;;;-1;9;1;5;0;0;25;15;20;13;22;10;75;75;75;75;10;10;320;10;4;4;2;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;10;13;18;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;167;181;369;369;164;181;369;192;193;181;0;181;9120672;(null);0;0;0;0;0;0;0;0;0;0
169;sorceress;You see a beautiful mage with more powers than you can even dream of.;Go away...I'm busy.;169;;;;-1;22;1;5;0;0;100;17;23;20;25;21;175;175;250;250;-10;4;1800;250;6;4;2;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;10;18;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;205;167;205;209;209;209;210;167;210;210;0;167;9123888;(null);0;0;0;0;0;0;0;0;0;0
170;occultate;You see a master of the divine and unknown.;Death to those who oppose the ways of Keslar.;170;;;;-1;12;1;5;0;0;75;20;18;13;24;20;120;120;770;70;30;8;525;0;5;4;0;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;9;13;18;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;369;369;191;369;193;368;181;192;369;206;0;369;9127104;(null);0;0;0;0;0;0;0;0;0;0
171;giant venus fly-trap;You see a huge venus fly-trap that looks VERY hungry.;;171;venus;fly;trap;-1;10;1;0;0;0;-100;20;20;10;10;15;120;120;0;0;50;10;350;0;4;4;3;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;8;9;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;202;196;196;196;196;191;192;196;196;194;0;196;9130320;(null);0;0;0;0;0;0;0;0;0;0
172;dining hall maid;You see a maid serving dinner to the people in the dining hall.;I need to get this food to the mages or they'll be very angry.;172;hall;maid;;-1;4;1;0;0;0;50;15;15;12;10;13;40;40;0;0;80;16;50;3;2;4;0;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;208;208;208;208;208;208;208;208;208;208;0;208;9133536;(null);0;0;0;0;0;0;0;0;0;0
173;butler;You see a tall butler cleaning up the mess you've made.;I'm quite busy...why don't you go talk to the maids.;173;;;;-1;4;1;0;0;0;50;15;13;12;10;13;45;45;0;0;60;17;50;10;2;4;0;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;10;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62;62;62;62;62;69;70;71;94;192;0;62;9136752;(null);0;0;0;0;0;0;0;0;0;0
174;maid;You see a maid who looks like her feet hurt.;all I do is scrub and fetch.  Someday I may kill someone.;174;;;;-1;4;1;0;0;0;50;13;15;12;12;15;35;35;0;0;90;16;40;15;2;4;0;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;208;208;208;208;208;208;191;193;193;193;0;208;9139968;(null);0;0;0;0;0;0;0;0;0;0
175;wheat harvester;You see a dirty man hauling wheat back and forth through the fields.;Can't you people do more than just sit there and stare? ;175;harvester;;;-1;1;1;0;0;0;50;15;12;13;8;12;9;9;0;0;90;18;10;5;1;4;0;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;41;38;38;44;211;211;202;211;38;0;41;9143184;(null);0;0;0;0;0;0;0;0;0;0
176;master assassin;He's dressed completely in black from head to toe.;Don't even think about it.;176;assassin;;;-1;12;1;1;0;0;-75;18;18;18;18;18;138;138;0;0;10;7;600;2000;2;10;6;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;13;16;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;212;212;212;212;212;212;212;212;212;212;0;212;9146400;(null);0;0;0;0;0;0;0;0;0;0
177;druid initiate;You see a druid initiate of the third circle meditating under a tree.;How may I help you?;177;initiate;;;-1;5;1;3;0;0;70;13;15;18;14;18;55;55;35;35;70;16;70;0;2;4;1;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;215;215;216;216;215;215;218;218;219;219;0;215;9149616;(null);0;0;0;0;0;0;0;0;0;0
178;druid initiate;You see a druid initiate of the fifth circle meditating near a brook.;Wisdom, my friend, is earned, not obtained.;178;initiate;;;-1;7;1;3;0;0;70;14;14;15;15;18;85;85;50;50;30;13;160;5;2;5;4;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;224;211;224;211;215;215;216;216;215;224;0;211;9152832;(null);0;0;0;0;0;0;0;0;0;0
179;master druid initiate;You see a druid initiate of the tenth circle.;Class begins promptly at dawn.  Please be on time.;179;druid;initiate;;-1;12;1;3;0;0;80;16;17;18;18;18;165;165;100;100;-10;8;600;5;4;6;1;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;211;211;216;216;219;218;219;218;219;0;211;9156048;(null);0;0;0;0;0;0;0;0;0;0
180;druid;You see a powerful druid of full rank studying some scrolls.;The mythical philosopher's stone will bring life to the dead.;180;;;;-1;15;1;3;0;0;90;18;18;18;18;18;200;200;125;125;40;8;950;10;3;9;2;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;418;418;219;218;215;214;216;218;219;0;418;9159264;(null);0;0;0;0;0;0;0;0;0;0
181;archdruid;You see a powerful archdruid who teaches all who will listen.;You can learn much from the great druids of Etolos.;181;;;;-1;16;1;3;0;0;100;21;21;21;21;21;210;210;135;135;30;8;1100;10;7;4;2;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;184;184;184;0;0;0;215;216;218;219;0;184;9162480;(null);0;0;0;0;0;0;0;0;0;0
182;the Great Druid;You see the master of all druids of Etolos.;If it is wisdom that you seek, perhaps I may be of assistance.;182;great;druid;;-1;17;1;3;0;0;120;22;20;18;25;25;220;220;150;150;-35;3;1200;100;5;6;1;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;18;23;24;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;194;194;194;214;214;214;376;199;377;378;0;194;9165696;(null);0;0;0;0;0;0;0;0;0;0
183;druidian guard;You see an angry druid running towards you.;How dare you invade the inner circle of Etolos!;183;guard;;;-1;6;1;3;0;2;100;16;16;16;12;10;75;75;45;45;40;14;140;0;2;4;4;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;9;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;213;213;213;418;216;218;219;216;215;219;0;213;9168912;(null);0;0;0;0;0;0;0;0;0;0
184;lumberjack;You see a lumberjack holding an axe and wearing women's clothing.;I'm a lumberjack, and I'm OK.  I sleep all night and I work all day.;184;;;;-1;4;1;0;0;0;25;18;13;15;10;9;35;35;0;0;80;19;60;10;1;6;2;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;10;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57;57;93;93;121;20;20;20;21;13;0;57;9172128;(null);0;0;0;0;0;0;0;0;0;0
185;forest sprite;You see a beautiful forest sprite running through the forest.;Hahaha...can't catch me!;185;sprite;;;-1;4;1;0;0;0;50;13;18;10;10;13;35;35;0;0;0;20;50;5;1;6;2;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0;0;0;0;0;0;0;9175344;(null);0;0;0;0;0;0;0;0;0;0
186;farm helper;You see a young farmhand wearing jeans and carrying a shovel.;did you come to help us with the harvest?;186;helper;;;-1;2;1;0;0;0;25;18;13;12;8;9;20;20;0;0;90;20;12;5;1;4;1;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;151;152;211;211;211;62;62;62;30;0;151;9178560;(null);0;0;0;0;0;0;0;0;0;0
187;the Great Wizard;You see an old man who is probably more powerful than your entire party.;Who dares to interrupt me in my own chambers?!?;187;great;wizard;;-1;25;1;5;0;0;-80;25;25;25;25;15;350;350;200;200;-50;-5;3000;2500;4;8;0;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;18;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;210;209;209;205;205;210;210;194;502;209;0;209;9181776;(null);0;0;0;0;0;0;0;0;0;0
188;tree sprite;You see a beautiful tree sprite jumping through the trees of the forest.;The Enchanted Forest holds many wonders, but none you can see.;188;sprite;;;-1;5;1;0;0;0;70;15;18;12;17;8;55;55;0;0;0;18;75;10;2;5;0;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;195;225;225;191;192;190;205;225;160;225;0;225;9184992;(null);0;0;0;0;0;0;0;0;0;0
189;treant;You see a large tree in front of you that appears to be moving and talking!;Wonders never cease in the Enchanted Forest!;189;;;;-1;5;1;0;0;0;70;18;5;13;16;10;60;60;0;0;80;17;65;10;1;8;1;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;202;202;169;170;171;179;187;189;196;192;0;202;9188208;(null);0;0;0;0;0;0;0;0;0;0
190;nymph;You see a beautiful nymph teasing you.;You wouldn't hit a defenseless woman, would you?;190;;;;-1;5;1;0;0;0;-25;15;18;12;12;10;60;60;0;0;80;15;70;10;1;6;2;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51;51;51;51;115;118;36;37;160;160;0;51;9191424;(null);0;0;0;0;0;0;0;0;0;0
191;ogre;You see a giant ogre peering down at your puny body.;So mister girly-man, you want to fight me?  Take your best shot!;191;;;;-1;10;1;0;0;0;-25;25;20;15;10;10;135;135;0;0;10;10;350;25;4;5;1;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;226;227;227;227;102;102;102;102;213;213;0;227;9194640;(null);0;0;0;0;0;0;0;0;0;0
192;leprechaun;You see a little green man carrying around a pot of gold.;Just like a human to pick on us little people.;192;;;;-1;7;1;0;0;0;25;14;18;13;15;10;90;90;0;0;40;13;150;10;4;3;2;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;226;226;226;226;226;226;222;222;222;222;0;226;9197856;(null);0;0;0;0;0;0;0;0;0;0
193;ravenous beast of Traal;You see a hideous creature of an origin you don't care to find out.;You shouldn't be talking to me, you should be running away.;193;beast;traal;;-1;7;1;0;0;0;-50;20;20;10;3;10;75;75;0;0;50;14;200;35;4;3;3;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;7;8;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;228;228;228;228;228;0;0;0;0;0;0;228;9201072;(null);0;0;0;0;0;0;0;0;0;0
194;lycanthrope;You see a large, beautiful fox-like creature that is about to rip your head offHmmm...Haven't had Humans for dinner for a long time.;Hmmm...Haven't had Humans for dinner for a long time.;194;;;;-1;5;1;0;0;0;-50;20;20;10;10;6;60;60;0;0;60;15;100;10;2;4;2;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;8;9;12;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;223;223;223;229;229;229;113;113;113;118;0;223;9204288;(null);0;0;0;0;0;0;0;0;0;0
195;vulture;You see a large scavenger bird swooping down at you.;I prefer my food well-done, but you'll have to do.;195;;;;-1;4;1;0;0;0;-50;15;20;13;5;8;35;35;0;0;0;20;55;0;2;3;0;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;8;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9207504;(null);0;0;0;0;0;0;0;0;0;0
196;sand worm;You see one of the deadliest creatures of the desert.;;196;worm;;;-1;10;1;0;0;0;-30;20;20;20;10;5;130;130;0;0;0;12;360;0;3;6;0;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;8;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9210720;(null);0;0;0;0;0;0;0;0;0;0
197;ermordenung;You see a tall female of surpassing beauty eying you curiously.;Come taste the Kiss of Death!;197;;;;-1;8;1;0;0;0;-100;19;15;12;15;15;105;105;0;0;30;20;200;0;4;5;0;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;9;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9213936;(null);0;0;0;0;0;0;0;0;0;0
198;traveling minstrel;You see a young bard with a mandolin singing a song.;Would you like to hear a story about Lord Itinar?;198;minstrel;;;-1;1;1;0;0;4;25;10;12;10;15;12;8;8;0;0;85;19;8;0;1;4;0;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;244;245;244;245;246;245;244;245;246;246;0;245;9217152;(null);0;0;0;0;0;0;0;0;0;0
199;cold drake;It's a small dragon-like creature, frosted and white.;Chirp!;199;drake;;;-1;7;1;0;0;2;-50;14;18;17;12;8;90;90;30;30;40;13;200;0;2;6;0;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;10;13;14;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;94;284;85;66;67;55;49;35;155;51;0;284;9220368;(null);0;0;0;0;0;0;0;0;0;0
200;sewer orc;You see an ugly orc running towards you with a dagger.;Grunt!;200;orc;;;-1;3;1;0;0;2;-50;18;13;12;8;12;25;25;0;0;70;17;35;10;2;3;0;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;8;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;371;0;371;0;371;0;371;0;0;370;0;0;16940080;(null);0;0;0;0;0;0;0;0;0;0
201;gypsy-bard;You see an attractive woman playing a musical instrument and dancing around.;Come dance with me;201;bard;;;-1;1;1;0;0;3;40;12;10;12;13;12;9;9;0;0;90;20;8;5;1;4;0;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;418;244;245;245;245;246;244;246;379;244;0;244;16943280;(null);0;0;0;0;0;0;0;0;0;0
202;herald;You see one of Lord Mandrake's heralds, probably delivering news.;Please do not delay me, m'lord.  I am in haste to get to the castle.;202;;;;-1;2;1;0;0;0;25;13;15;12;12;12;10;10;0;0;80;19;10;20;1;6;0;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;246;246;202;14;15;16;17;18;19;1;0;246;16946480;(null);0;0;0;0;0;0;0;0;0;0
203;blade;You see an experienced bard trained in the field of killing.;Give me your gold and I might spare your life, if I'm in a good mood.;203;;;;-1;2;1;0;0;0;-25;13;15;10;10;10;18;18;0;0;70;18;15;10;2;3;0;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;11;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;248;248;247;247;248;248;247;247;248;247;0;248;16949680;(null);0;0;0;0;0;0;0;0;0;0
204;skald;You see a large Viking-type warrior just off from a recent raid.;You dare to insult me by talking to me?;204;;;;-1;3;1;0;0;0;0;18;10;13;12;10;30;30;0;0;70;17;35;20;2;3;1;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16952880;(null);0;0;0;0;0;0;0;0;0;0
205;jongleur;You see a rogue juggling swords and dagger, trying to impress people.;I can juggle anything you give me.;205;;;;-1;1;1;0;0;0;25;12;18;10;10;12;10;10;0;0;90;18;10;0;1;4;0;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;36;379;245;379;0;379;379;0;0;0;36;16956080;(null);0;0;0;0;0;0;0;0;0;0
206;meistersinger;You see a singer of tales and mighty epics.;I will sing you a story of two princes, Ragnar and Rutger, and a dead king.;206;;;;-1;2;1;0;0;0;25;12;18;10;16;12;15;15;0;0;80;19;15;0;1;6;0;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16959280;(null);0;0;0;0;0;0;0;0;0;0
207;tracker;You see an experienced ranger looking at some tracks on the ground.;If you'll excuse me, I am looking for someone.;207;;;;-1;4;1;0;0;0;30;16;17;10;12;10;35;35;0;0;60;16;40;5;2;3;2;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51;260;260;260;261;43;117;116;115;113;0;260;16962480;(null);0;0;0;0;0;0;0;0;0;0
208;traveler;You see a traveler who is a long way from home.;hey, this place is great...  I've never been here before;208;;;;-1;2;1;0;0;2;50;15;18;10;13;12;19;19;0;0;80;18;15;10;2;3;0;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;260;371;202;23;31;32;33;60;62;65;0;371;16965680;(null);0;0;0;0;0;0;0;0;0;0
209;barmaid;You see a beautiful woman taking orders and serving drinks.;What'll ya have?  Special today's on dwarven ale.  Have a mug.;209;;;;-1;1;1;0;0;2;50;12;18;10;9;12;9;9;0;0;100;20;5;10;1;4;0;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16968880;(null);0;0;0;0;0;0;0;0;0;0
210;dwarven outcast;You see a dejected dwarf that's been ostricized by his society.;Leave me alone...I'm rather upset right now.;210;outcast;;;-1;5;1;0;0;0;50;18;15;10;12;12;50;50;0;0;30;18;70;10;2;5;0;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16972080;(null);0;0;0;0;0;0;0;0;0;0
