ID; name; description; key0; key1; key2; use; value; weight; type; adjustment; shotsmax; shotscur; ndice; sdice; pdice; armor; wearflag; magicpower; magicrealm; special; flags0; flags1; flags2; flags3; flags4; flags5; flags6; flags7; flags8; flags9; flags10; flags11; flags12; flags13; flags14; flags15; questnum; strength; dexterity; constitution; intelligence; piety; sets_flag0; sets_flag1; sets_flag2; sets_flag3; sets_flag4; sets_flag5; sets_flag6; sets_flag7; sets_flag8; sets_flag9; sets_flag10; sets_flag11; sets_flag12; sets_flag13; sets_flag14; sets_flag15; special1; special2
288; rapier; The slick, sword-like weapon is most efficient as a blade instead of a sword.;  ;  ; ; ; 950; 2; 0; 0; 125; 125; 2; 6; 0; 0; 20; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
289; sabre; This straight, single-edged blade is a dangerous weapon.;  ; ; ; ; 950; 1; 1; 0; 100; 100; 2; 6; 0; 0; 20; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
290; banded mail sleeves; You behold some sleeves made of slick banded mail.; mail; sleeves; ; ; 1000; 5; 5; 0; 35; 35; 0; 0; 0; 6; 2; 0; 0; 0; 3; 10; 19; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
291; dwarven plate mail sleeves; You notice some tight, small sheets of plate formed into sleeves.; plate; mail; sleeves; ; 12500; 10; 5; 0; 35; 35; 0; 0; 0; 7; 2; 0; 0; 0; 3; 10; 20; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
292; dwarven plate mail leggings; You notice some small plate mail leggings, made especially by and for dwarves.; plate; mail; leggings; ; 12500; 5; 5; 0; 35; 35; 0; 0; 0; 7; 3; 0; 0; 0; 3; 10; 20; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
293; dwarven plate mail boots; You look down at a pair of shining dwarven-crafted plate mail boots.; plate; mail; boots; ; 10000; 5; 5; 0; 35; 35; 0; 0; 0; 7; 8; 0; 0; 0; 3; 10; 20; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
294; dwarven plate mail gloves; The magnificent gloves shine with the pride of dwarven craftmanship.; plate; mail; gloves; ; 10000; 5; 5; 0; 35; 35; 0; 0; 0; 7; 6; 0; 0; 0; 3; 10; 20; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
295; banded mail leggings; The leggings match the banded armor, except designed to protect legs.; mail; leggings; ; ; 1250; 5; 5; 0; 65; 65; 0; 0; 0; 6; 3; 0; 0; 0; 3; 10; 19; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
296; banded mail gloves; The sharp looking gloves look remarkably comfortable.; mail; gloves; ; ; 1000; 5; 5; 0; 45; 45; 0; 0; 0; 6; 6; 0; 0; 0; 3; 10; 19; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
297; banded mail boots; The sharp, pointed boots are made of reinforced plates of metal.; mail; boots; ; ; 1100; 5; 5; 0; 45; 45; 0; 0; 0; 6; 8; 0; 0; 0; 3; 10; 19; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
298; warboard; The heavy metal shield only provides powerful protection to humanoids.; board; ; ; ; 3000; 10; 5; 0; 30; 30; 0; 0; 0; 10; 18; 0; 0; 0; 10; 19; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
299; warboard; This smaller metal shield only provides protection for smaller races.; board; ; ;  ; 3000; 10; 5; 0; 35; 35; 0; 0; 0; 10; 18; 0; 0; 0; 10; 20; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
300; durin writing; ; writing; letters; text; ; 0; 0; 13; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 17; 18; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
301; durin inscription; ; inscription; picture; doors; ; 0; 0; 13; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 17; 18; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
302; chain mail boots; You see heavy boots made of chain mail to protect your feet.; mail; boots;  ; ; 500; 4; 5; 0; 30; 30; 0; 0; 0; 5; 8; 0; 0; 0; 3; 10; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
303; arena map; You see a detailed map of the arena.; arena; map; ; ; 0; 0; 13; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
304; ringlet mail gloves; You see some light but strong gloves made of small metal ringlets.; chain; mail; gloves; ; 350; 7; 5; 0; 30; 30; 0; 0; 0; 5; 6; 0; 0; 0; 3; 10; 20; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
305; ringlet mail sleeves; You see some sleeves made from small metal ringlets.  Looks nice, huh?; mail; sleeves;  ; ; 750; 7; 5; 0; 30; 30; 0; 0; 0; 5; 2; 0; 0; 0; 3; 10; 20; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
306; elven cured leather armor; You see some exquisite elven leather armor.; elven; leather; armor; ; 1000; 1; 5; 0; 35; 35; 0; 0; 0; 12; 1; 0; 0; 0; 3; 19; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
307; elven cured leather sleeves; You see some cured leather sleeves to match the elven leather armor.; elven; leather; sleeves; ; 500; 1; 5; 0; 35; 35; 0; 0; 0; 4; 2; 0; 0; 0; 3; 19; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
308; elven cured leather gloves; You see a fantastic pair of leather gloves.; elven; leather; gloves; ; 250; 1; 5; 0; 25; 25; 0; 0; 0; 4; 6; 0; 0; 0; 3; 19; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
309; elven cured leather leggings; You see a smooth elven pair of leggings to match your armor.; elven; leather; leggings; ; 500; 1; 5; 0; 35; 35; 0; 0; 0; 4; 3; 0; 0; 0; 3; 19; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
310; elven cured leather hood; You see an elven hood which fits around your head like a glove.; elven; leather; hood; ; 750; 1; 5; 0; 35; 35; 0; 0; 0; 8; 7; 0; 0; 0; 19; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
311; elven cured leather boots; You see some well crafted boots that are so light, you don't feel them on.; elven; leather; boots; ; 250; 1; 5; 0; 25; 25; 0; 0; 0; 4; 8; 0; 0; 0; 3; 19; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
312; elven leather whip; You see a finely crafted bull whip used mostly for crowd control.; elven; leather; whip; You crack the whip like an experienced dominatrix.; 350; 1; 2; 0; 100; 100; 2; 4; 2; 0; 20; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
313; quarterstaff; You see a large wooden pole used in battle to disarm opponents.; quater; staff; quaterstaff; ; 350; 1; 3; 0; 75; 75; 3; 2; 0; 0; 20; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
314; gold sword; You see a remarkable gold sword, used mostly for decoration.; gold; sword; ; ; 10000; 5; 1; 0; 15; 15; 1; 6; 2; 0; 20; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
315; broad sword; You see a mighty sword with a thick blade.; broad; sword; ; ; 400; 3; 1; 0; 120; 120; 2; 4; 0; 0; 20; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
316; ringlet mail hood; This hood is specially made to protect your second most vital organ.; mail; hood; ; ; 750; 10; 5; 0; 25; 25; 0; 0; 0; 10; 7; 0; 0; 0; 10; 20; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
317; sword of flaming death; You see a mighty sword which appears to glow radiantly in all colors.; flaming; death; ; A surge of power like nothing else you've ever felt shoots through you.; 10000; 5; 1; 3; 200; 200; 4; 4; 3; 0; 20; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
318; stilleto; You see a magnificent, sharp dagger that could pierce metal.; ; ; ; ; 125; 1; 0; 0; 75; 75; 2; 4; 1; 0; 20; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
319; gold dagger; You see a magnificent golden dagger.  The gold itself is worth a lot.; dagger; ; ; ; 1000; 2; 0; 0; 25; 25; 1; 8; 0; 0; 20; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
320; adamantine dart; You see a brightly-colored dart made of pure adamantine metal.; dart; ; ; ; 500; 1; 0; 3; 12; 12; 2; 4; 3; 0; 20; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
321; adamantine scale mail armor; You see some fine scale mail armor made of the finest adamantine.; scale; mail; armor; ; 1000; 10; 5; 0; 60; 60; 0; 0; 0; 16; 1; 0; 0; 0; 3; 10; 19; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
322; adamantine scale mail sleeves; You see some shiny scale mail sleeves made of strong adamantine.; scale; mail; sleeves; ; 750; 8; 5; 0; 60; 60; 0; 0; 0; 5; 2; 0; 0; 0; 3; 10; 19; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
323; adamantine scale mail gloves; You see some heavy gloves made of scale mail from adamantine ores.; scale; mail; gloves; ; 350; 5; 5; 0; 60; 60; 0; 0; 0; 4; 6; 0; 0; 0; 3; 10; 19; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
324; adamantine scale mail leggings; You see some cool leggings of scale mail made from adamantine metal.; scale; mail; leggings; ; 750; 7; 5; 0; 60; 60; 0; 0; 0; 5; 3; 0; 0; 0; 3; 10; 19; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
325; adamantine scale mail hood; You see a hood crafted with scales made of adamantine.; scale; mail; hood;  ; 750; 6; 5; 0; 60; 60; 0; 0; 0; 10; 7; 0; 0; 0; 10; 19; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
326; half-giant chain mail armor; You see some very large chain mail made for half-giants.; chain; mail; armor; ; 1500; 24; 5; 0; 25; 25; 0; 0; 0; 15; 1; 0; 0; 0; 3; 10; 19; 20; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
327; half-giant chain mail sleeves; You see some large chain mail sleeves made specially for half-giants.; giant; chain; sleeves; ; 750; 15; 5; 0; 30; 30; 0; 0; 0; 5; 2; 0; 0; 0; 3; 10; 19; 20; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
328; half-giant chain mail leggings; You see some long chain mail leggings, made for very large people.; giant; chain; leggings; ; 750; 15; 5; 0; 30; 30; 0; 0; 0; 5; 3; 0; 0; 0; 3; 10; 19; 20; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
329; half-giant chain mail gloves; You see a pair of chain mail gloves, made for very large hands.; giant; chain; gloves; ; 500; 10; 5; 0; 25; 25; 0; 0; 0; 5; 6; 0; 0; 0; 3; 10; 19; 20; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
330; half-giant chain mail hood; You see a very large chain mail hood.; giant; chain; hood; ; 750; 13; 5; 0; 20; 20; 0; 0; 0; 10; 7; 0; 0; 0; 10; 19; 20; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
331; elephant leather armor; You see some heavy elephant leather armor, made for smaller races.; leather; armor; ; ; 1000; 7; 5; 0; 40; 40; 0; 0; 0; 12; 1; 0; 0; 0; 3; 20; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
332; elephant leather sleeves; You see some heavy sleeves, made for smaller races.; leather; sleeves; ; ; 750; 4; 5; 0; 40; 40; 0; 0; 0; 4; 2; 0; 0; 0; 3; 20; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
333; elephant leather leggings; You see some leather leggings made of heavy elephant hides.; leather; leggings; ; ; 750; 3; 5; 0; 40; 40; 0; 0; 0; 4; 3; 0; 0; 0; 3; 20; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
334; elephant leather gloves; You see some heavy leather gloves made of elephant hides.; leather; gloves; ; ; 350; 2; 5; 0; 40; 40; 0; 0; 0; 4; 6; 0; 0; 0; 3; 20; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
335; elephant leather hood; You see a rather heavy leather hood made of elephant hides.; leather; hood; ; ; 750; 4; 5; 0; 40; 40; 0; 0; 0; 8; 7; 0; 0; 0; 20; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
336; elephant leather boots; You see some small boots made of heavy elephant leather.; leather; boots; ; ; 350; 3; 5; 0; 40; 40; 0; 0; 0; 4; 8; 0; 0; 0; 3; 20; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
337; light leather armor; You see some very light-weight armor made for smaller races.; leather; armor; ; ; 150; 1; 5; 0; 55; 55; 0; 0; 0; 6; 1; 0; 0; 0; 3; 20; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
338; light leather sleeves; You see some small leather shields for the smaller races.; leather; sleeves; ; ; 100; 1; 5; 0; 50; 50; 0; 0; 0; 2; 2; 0; 0; 0; 3; 20; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
339; light leather leggings; These leather leggings were made for short people.; leather; leggings; ; ; 100; 1; 5; 0; 50; 50; 0; 0; 0; 2; 3; 0; 0; 0; 3; 20; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
340; light leather gloves; You see some very light, small gloves for small hands.; leather; gloves; ; ; 75; 1; 5; 0; 45; 45; 0; 0; 0; 2; 6; 0; 0; 0; 3; 20; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
341; light leather boots; You see a pair of rugged leather boots for smaller sized feet.; leather; boots; ; ; 75; 1; 5; 0; 40; 40; 0; 0; 0; 2; 8; 0; 0; 0; 3; 20; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
342; light leather hood; You see a light hood made of stealthy black leather.; leather; hood; ; ; 100; 1; 5; 0; 60; 60; 0; 0; 0; 4; 7; 0; 0; 0; 20; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
343; chain mail armor; You see some shiny armor composed of linked chains for smaller races.; mail; armor; ; ; 750; 12; 5; 0; 30; 30; 0; 0; 0; 15; 1; 0; 0; 0; 3; 10; 20; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
344; chain mail sleeves; You see some chain mail sleeves for smaller races.; mail; sleeves;  ; ; 500; 6; 5; 0; 30; 30; 0; 0; 0; 5; 2; 0; 0; 0; 3; 10; 20; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
345; chain mail leggings; You see some chain mail leggings to match your armor.; mail; leggings; ; ; 500; 6; 5; 0; 25; 25; 0; 0; 0; 5; 3; 0; 0; 0; 3; 10; 20; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
346; chain mail gloves; You see some shiny, chain mail gloves, for smaller hands.; mail; gloves; ; ; 400; 3; 5; 0; 25; 25; 0; 0; 0; 5; 6; 0; 0; 0; 3; 10; 20; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
347; chain mail hood; You see a chain mail hood made for smaller races.; mail; hood; ; ; 750; 6; 5; 0; 25; 25; 0; 0; 0; 10; 7; 0; 0; 0; 10; 20; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
348; barbarian's shield; You see a very large, heavy shield used by large barbarians.; shield; ; ; ; 250; 10; 5; 0; 30; 30; 0; 0; 0; 8; 18; 0; 0; 0; 10; 19; 20; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
349; piece of shit; It's brown and steamy.; piece; shit; ; ; 0; 1; 5; 0; 1; 1; 0; 0; 0; 0; 19; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
350; lion skin cape; The lion skin cape can only be worn by half-giant barbarians.; skin; cape; ; The cape is heavy, but protective.; 800; 5; 5; 0; 35; 35; 0; 0; 0; 3; 4; 0; 0; 0; 19; 20; 31; 33; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
351; chieftain's halberd; You see a large, decorated halberd used by large barbarian leaders.; halberd; ; ; ; 10000; 10; 3; 3; 100; 100; 4; 4; 3; 0; 20; 0; 0; 0; 10; 19; 20; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
352; burnt red scroll; You see a red scroll with its edges slightly singed.; red; scroll; ; ; 10; 1; 7; 0; 1; 1; 0; 0; 0; 0; 17; 23; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
353; red potion; You see a strange-looking potion in a darkened beaker.; potion; ; ; Yuck!  Tastes awful!; 5500; 1; 6; 0; 1; 1; 0; 0; 0; 0; 17; 23; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
354; iron spear; You see an iron spear which appears to be glowing faintly.; spear; ; ; The spear is warm to the touch.; 250; 1; 3; 0; 75; 75; 2; 4; 3; 0; 20; 0; 0; 0; 10; 21; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
