rom_num; name; description; lolevel; hilevel; special; trap; trapexit; track; flags0; flags1; flags2; flags3; flags4; flags5; flags6; flags7; flags8; flags9; flags10; flags11; flags12; flags13; flags14; flags15; random0; random1; random2; random3; random4; random5; random6; random7; random8; random9; traffic; perm0; ptime0; perm1; ptime1; perm2; ptime2; perm3; ptime3; perm4; ptime4; perm5; ptime5; perm6; ptime6; perm7; ptime7; perm8; ptime8; perm9; ptime9; operm0; optime0; operm1; optime1; operm2; optime2; operm3; optime3; operm4; optime4; operm5; optime5; operm6; optime6; operm7; optime7; operm8; optime8; operm9; optime9; beenhere; x1name; x1destination; x1key; x1flag0; x1flag1; x1flag2; x1flag3; x1flag4; x1flag5; x1flag6; x1flag7; x1flag8; x1flag9; x2name; x2destination; x2key; x2flag0; x2flag1; x2flag2; x2flag3; x2flag4; x2flag5; x2flag6; x2flag7; x2flag8; x2flag9; x3name; x3destination; x3key; x3flag0; x3flag1; x3flag2; x3flag3; x3flag4; x3flag5; x3flag6; x3flag7; x3flag8; x3flag9; x4name; x4destination; x4key; x4flag0; x4flag1; x4flag2; x4flag3; x4flag4; x4flag5; x4flag6; x4flag7; x4flag8; x4flag9; x5name; x5destination; x5key; x5flag0; x5flag1; x5flag2; x5flag3; x5flag4; x5flag5; x5flag6; x5flag7; x5flag8; x5flag9; x6name; x6destination; x6key; x6flag0; x6flag1; x6flag2; x6flag3; x6flag4; x6flag5; x6flag6; x6flag7; x6flag8; x6flag9; x7name; x7destination; x7key; x7flag0; x7flag1; x7flag2; x7flag3; x7flag4; x7flag5; x7flag6; x7flag7; x7flag8; x7flag9; x8name; x8destination; x8key; x8flag0; x8flag1; x8flag2; x8flag3; x8flag4; x8flag5; x8flag6; x8flag7; x8flag8; x8flag9
1749; Wakeforest Drive/Hillcrest Drive Intersection ; Both Wakeforest Drive and Hillcrest Drive end here. (or begin, depending on  your perspective.)   Wakeforest Drive heads north through the eastern area  of town, which is mostly administrative, and Hillcrest Drive runs west through the more rural farming lands in south central Oceancrest. A dirt road leads east, off into the wilderness and farmland; 0; 0; 0; 0; 0; east; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1606; north; 1748; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; west; 1789; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; east; 8000; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
1750; Highland Avenue/Netherworld Lane Intersection; Highland Avenue runs north and south, parallel to the eastern City Walls through most of the eastern half of the city.  Netherworld Lane runs west from Highland and eventually runs into the western City Wall on the other side of the city.  The Highland Stables are located on the  southwestern corner of the intersection and the Crimson Dragon Traveler's Lodge is located on the northwestern corner.; 0; 0; 0; 0; 0; north; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1568; west; 1767; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; north; 742; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; south; 1751; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
1751; Highland Avenue; The massive City Walls run parallel to Highland Avenue for almost the  entire span of the road.  On the west side of the road is the Highland Stables, where visitors and guests may leave their steeds in order to walk around town without having to worry about the safety of their  horses and the people on the streets.; 0; 0; 0; 0; 0; north; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 889; north; 1750; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; south; 1752; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
1752; Highland Avenue; The Highland Stables provide comfortable accomodations for the horses of visitors and guests to Oceancrest.  Safety among the citizens of Oceancrest is a high priority, so guests are strongly suggested to leave their steeds in the stables during their visit to Oceancrest.; 0; 0; 0; 0; 0; north; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 871; north; 1751; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; south; 1753; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
1753; Highland Avenue/Kafkan Way Intersection; The City Walls make a turn towards the north and the west, running parallel to both Highland Avenue and Kafkan Way.  A lone Guard Tower stands on the southeastern corner of the intersection, watching over and protecting the town from various invaders from the mountains and plains.  It has been a long time since the city was last attacked, but as soon as the guard slacks, invaders will probably attack again.; 0; 0; 0; 0; 0; north; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1041; north; 1752; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; west; 1754; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
1754; Kafkan Way; The Highland Stables are located on the north side of the road, the  entrance to which is located on the east side, off of Highland Avenue. On the south side of the road, you can see the large City Walls, standing proud to protect the city from all forms of invasion.  Oceancrest has remained free for centuries and plans to stay that way.; 0; 0; 0; 0; 0; east; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1181; east; 1753; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; west; 1755; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
1755; Kafkan Way; Occasionally, you can see a couple of guards patrolling the City Walls, watching out for invasion forces.  No one is really stupid enough to try to invade Oceancrest, but the threat always exists.  The only people who really venture out past the City Walls are caravans and mercenaries looking for a quick gold piece.; 0; 0; 0; 0; 0; east; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1214; east; 1754; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; west; 1756; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
1756; Kafkan Way; On the north side of the road, you can see the Highland Stables, where visitors may leave their horses while staying in Oceancrest.  It is very hazardous to be riding a horse in Oceancrest, both for the horse and for the pedestrians walking the streets.  Furthermore, it's almost impossible to find a place to leave your horse when you go into a shop.  Therefore, the city asks that people leave their steeds at one of the many stables in town.; 0; 0; 0; 0; 0; east; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1299; east; 1755; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; west; 1757; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
1757; Kafkan Way; Kafkan Way is one of the many roads that forms the boundry of the city of Oceancrest.  The border along the southeastern corner of Oceancrest is not a straight line, and curves with the rugged landscape.  To the west, you  can see the intersection with Wakeforest Drive.  Kafkan way continues to the east and west.; 0; 0; 0; 0; 0; east; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1470; east; 1756; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; west; 1742; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
1758; Kafkan Way; The Dwarven Shrine of Moradin lies on the south side of the road where numerous dwarves annually pilgrimage to.  The Shrine is one of the  largest in the city.  On the north side of the road is the Oceancrest Technological Research Facility where various studies are going on to figure out why the earth moves, why there is day and night, and why do people still insist on killing themselves to gain proficiency.; 0; 0; 0; 0; 0; west; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 2524; east; 1742; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; west; 1759; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
1759; Kafkan Way; A small postal facility lies on the south side of the road.  Being that communications are the most important thing in a good society, the mail system tends to be very accurate and prompt.  On the north side of the road is a small fountain.  The fountain seems to be sitting in the  middle of the large park on the Iilandi Campus.; 0; 0; 0; 0; 0; west; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 4941; east; 1758; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; west; 1760; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; south; 2251; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
1760; Kafkan Way; There is a rather nice-looking fountain on the north side of the road on the Iilandi University campus.  The fountain has been dedicated to the  founding pioneers in the sciences.  The University gives out an award each year on the basis of science, and new inductees get their names put on the plaques around the fountain.; 0; 0; 0; 0; 0; west; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 4447; east; 1759; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; west; 1761; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
1761; Kafkan Way; The Iilandi University Library is one of the largest facilities of its kind in Oceancrest, surpassed only the by the Ministry of Knowledge in southwestern Oceancrest.  On the north side of the road is the Odinialli Memorial Administration Building where various schedules and forms are lost for the public good.  That good of course being that if the forms  were lost, the administrators would have something to do, thus would not be fired, and not contribute to the unemployment level of the city.; 0; 0; 0; 0; 0; west; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 4944; east; 1760; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; west; 1721; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
1762; Kafkan Way; The large park on the north side of the road provides a nice, relaxing atmosphere for picnics or other festivities in the open air.  There not being much open spaces any more where people can go to eat lunch with  nature, the Park has become a permanent fixture in the city.  Furthermore, the Riverdell Tracking Facility has also been established in the park to provide tracking training to Rangers and other specialists.; 0; 0; 0; 0; 0; east; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 9743; east; 1721; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; west; 1763; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
1763; Kafkan Way; The city is very serene and peaceful near the Riverdell Tranquility Park, which is probably why the park got its name.  The University is also in the neighborhood, further to the east.  On the south side of the road is the Oceancrest Mountaineers Supply, a store where any number of specialized items may be purchased.; 0; 0; 0; 0; 0; east; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 11241; east; 1762; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; west; 1764; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; south; 2252; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
1764; Melbourne Avenue/Kafkan Way; Melbourne Avenue runs south from Kafkan Way, through most of the large stores and shops in downtown southeastern Oceancrest.  Southeastern Ocean- crest is known to be mostly a poor section of town, so most of the shops cater to the low-income families and workers.  Kafkan Way runs east and west from here, east towards the eastern end of town and west towards the Necropolis. A steady stream of weak looking adventures are going through a door to a training area. It looks like an easy place to gain experience.; 0; 0; 0; 0; 0; south; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 484; 4139; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 23186; south; 1703; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; east; 1763; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; west; 1765; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; door; 5555; 0; 121; 122; 123; 124; 125; 127; 0; 0; 0; 0;  ; 0; 0; 121; 122; 123; 124; 125; 127; 0; 0; 0; 0;  ; 0; 0; 121; 122; 123; 124; 125; 127; 0; 0; 0; 0;  ; 0; 0; 121; 122; 123; 124; 125; 127; 0; 0; 0; 0;  ; 0; 0; 121; 122; 123; 124; 125; 127; 0; 0; 0; 0
1765; Kafkan Way; The Park facilities are open all day and night for the benefit of all the citizens of the city, knowing that not everyone quits when the sun goes down.  The entrance to the large facility is located on the west side of the Park off of Leviathan Drive.  Kafkan road continues to the east and west from here, heading west towards the Necropolis.; 0; 0; 0; 0; 0; west; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 16886; east; 1764; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; west; 1766; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
1766; Kafkan Way; Lafyette's Blacksmith Shop offers superior and quality craftsmanship in the repair of armor and weaponry,  But Lafyette is a simple man, and does not guarantee anything.  (Nor do his competitors.)  Like all blacksmiths in the Land of Mordor, he has an aversion to enchanted items and will tell you it is difficult to repair items without them losing that special magical glow.; 0; 0; 0; 0; 0; west; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 19123; east; 1765; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; west; 1198; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; south; 2259; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
1767; Netherworld Lane; The Crimson Dragon Traveller's Lodge is located on the north side of the road, conviniently near the eastern entrance to the city.  On the south side of the road are the Highland Stables, where travellers are urged to leave their horses while in town.  Head to the east, you can see Netherworld Lane coming to an end when it intersects Highland Avenue.; 0; 0; 0; 0; 0; east; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1202; east; 1750; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; west; 1768; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;  ; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
